trialCode,trialAcronym,trialTitle,trialUrl,trialPhase,trialStatus,trialCompletionDate
NCT00826384,,Transarterial Chemoembolization (TACE) Therapy of Hepatocellular Carcinoma (HCC) With Blocking Tumor Blood Temporarily and Enhancing Perfusion,https://www.clinicaltrials.gov/ct2/show/NCT00826384,Phase 1|Phase 2,Completed,12/1/2010
NCT00828750,,Clinical Evaluation of Eltrombopag in Chronic Idiopathic Thrombocytopenic Purpura (ITP),https://www.clinicaltrials.gov/ct2/show/NCT00828750,Phase 3,Completed,2/1/2011
NCT00828815,,"TMC125-TiDP2-C188: A Phase I, Open-label Trial to Investigate the Pharmacokinetic Effect of Multiple-dose TMC125 on Buprenorphine and Norbuprenorphine Administered in HIV-negative Patients on Stable Buprenorphine/Naloxone Maintenance Therapy.",https://www.clinicaltrials.gov/ct2/show/NCT00828815,Phase 1,Completed,11/1/2009
NCT00832728,ELAD,Safety and Efficacy of the Extracorporeal Liver Assist Device (ELAD®) In Patients With Fulminant Hepatic Failure (FHF),https://www.clinicaltrials.gov/ct2/show/NCT00832728,Phase 2,Withdrawn,9/1/2011
NCT00834704,PEG,Safety Study of PEGPH20 Given to Patients With Advanced Solid Tumors,https://www.clinicaltrials.gov/ct2/show/NCT00834704,Phase 1,Completed,11/1/2012
NCT00840372,Needles,Semi-blunt Needles: is Outcome Better?,https://www.clinicaltrials.gov/ct2/show/NCT00840372,,Completed,3/1/2009
NCT00846703,,The GD-2008 ALL Protocol for Childhood Acute Lymphoblastic Leukemia,https://www.clinicaltrials.gov/ct2/show/NCT00846703,Phase 4,Unknown status,12/1/2018
NCT00847418,,Pharmacokinetics and Pharmacodynamics of Nasally Applied Esketamine,https://www.clinicaltrials.gov/ct2/show/NCT00847418,Phase 1,Completed,10/1/2009
NCT00849927,,Circumferential Lesions of the Glenoid Labrum,https://www.clinicaltrials.gov/ct2/show/NCT00849927,,Completed,8/1/2008
NCT00850343,,Long-term Treatment Study of Certolizumab Pegol Without Coadministration of Methotrexate in Japanese Rheumatoid Arthritis (RA) Patients,https://www.clinicaltrials.gov/ct2/show/NCT00850343,Phase 3,Completed,5/1/2013
NCT00850954,,Project CASA in Promoting Smoke-Free Indoor Air Policy in Mexican American Households,https://www.clinicaltrials.gov/ct2/show/NCT00850954,Not Applicable,Withdrawn,8/7/2018
NCT00852800,ALTERNATE,Low-dose Albumin Solution in SBP: a Randomized Double-blind Pilot Study,https://www.clinicaltrials.gov/ct2/show/NCT00852800,Phase 2,Unknown status,3/1/2011
NCT00853125,,Sunitinib and Irradiated Donor Lymphocytes in Treating Patients With Metastatic Kidney Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00853125,Phase 2,Terminated,2/22/2014
NCT00853684,OXCE,"Oxaliplatin, Capecitabine and Endostar as First Line Treatment for Patients With Advanced Colorectal Cancer",https://www.clinicaltrials.gov/ct2/show/NCT00853684,Phase 2,Unknown status,3/1/2011
NCT00854269,,Screening and Identification of Biomarkers on Cervical Cancers,https://www.clinicaltrials.gov/ct2/show/NCT00854269,Not Applicable,Unknown status,1/1/2011
NCT00854737,,Cytidine and Omega-3 Fatty Acids in Bipolar Disorder,https://www.clinicaltrials.gov/ct2/show/NCT00854737,Phase 2,Completed,7/1/2010
NCT00860093,,Efficacy and Safety of Using MPC-5971 in Subjects Undergoing Shock Wave Lithotripsy,https://www.clinicaltrials.gov/ct2/show/NCT00860093,Phase 2,Terminated,12/1/2010
NCT00861003,MEMS-SPR,An Adherence Study of Antipsychotic Medication in Outpatients With Schizophrenia or Schizoaffective Disorder,https://www.clinicaltrials.gov/ct2/show/NCT00861003,,Unknown status,8/1/2010
NCT00862368,PAQS2,Sustaining Smoking Cessation in Smokers With Kids With Asthma,https://www.clinicaltrials.gov/ct2/show/NCT00862368,Phase 3,Completed,12/1/2011
NCT00866411,CES,Cranial Electrotherapy Stimulation (CES) for Soldiers With Combat-Related Symptoms,https://www.clinicaltrials.gov/ct2/show/NCT00866411,Not Applicable,Unknown status,1/1/2010
NCT00868504,,Measuring Temperatures of Tissues During Endoscopy,https://www.clinicaltrials.gov/ct2/show/NCT00868504,,Unknown status,11/1/2009
NCT00868829,FOCUS,Firebird2 Cobalt-Chromium Alloyed Sirolimus-Eluting Stent Registry Trial,https://www.clinicaltrials.gov/ct2/show/NCT00868829,Not Applicable,Unknown status,3/1/2013
NCT00873054,,Percutaneous Nephrolithotomy Versus Extracorporeal Shock Wave Lithotripsy,https://www.clinicaltrials.gov/ct2/show/NCT00873054,,Completed,1/1/2011
NCT00878813,CoRisk,Copeptin for Risk Stratification in Acute Stroke Patients: the CoRisk Study,https://www.clinicaltrials.gov/ct2/show/NCT00878813,,Completed,10/1/2011
NCT00880373,SWIM,Ibuprofen and Opioid (Morphine or Diamorphine) for Acute Pain in Sickle Cell Disease - Sickle With Ibuprofen & Morphine,https://www.clinicaltrials.gov/ct2/show/NCT00880373,Phase 4,Terminated,8/1/2014
NCT00889057,,Sorafenib in Relapsed High Grade Osteosarcoma,https://www.clinicaltrials.gov/ct2/show/NCT00889057,Phase 2,Completed,6/1/2011
NCT00895479,AdV-VANTAGE,Adenovirus Vascular Endothelial Growth Factor (VEGF) Therapy in Vascular Access - Novel Trinam AGainst Control Evidence,https://www.clinicaltrials.gov/ct2/show/NCT00895479,Phase 3,Terminated,9/1/2011
NCT00896194,SELF,Self-Efficacy in Weight Loss Treatment,https://www.clinicaltrials.gov/ct2/show/NCT00896194,Not Applicable,Completed,4/1/2013
NCT00899340,,Protein Expression in Tumor Tissue Samples From Patients With Cancer of the Oropharynx,https://www.clinicaltrials.gov/ct2/show/NCT00899340,,Completed,3/1/2008
NCT00899431,,Nonmyeloablative Stem Cell Transplantation for Chronic Lymphocytic Leukemia (CLL),https://www.clinicaltrials.gov/ct2/show/NCT00899431,Phase 2,Terminated,10/7/2018
NCT00900614,,Safety Study of APR-246 in Patients With Refractory Hematologic Cancer or Prostate Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00900614,Phase 1,Completed,10/1/2010
NCT00900952,,Epidemiologic Study Evaluating Infections in Elderly Patients,https://www.clinicaltrials.gov/ct2/show/NCT00900952,,Completed,6/1/2009
NCT00906633,SEIFEM COMBO,Seifem Surveillance of Antifungal Combination Therapy In Hematologic Italian Centers,https://www.clinicaltrials.gov/ct2/show/NCT00906633,,Completed,1/1/2010
NCT00907335,,A Study of Acne Treatment in Children Ages 9 to 11,https://www.clinicaltrials.gov/ct2/show/NCT00907335,Phase 2,Completed,12/1/2009
NCT00908986,,Open Label Pilot Trial of Rituximab in Lupus Membranous Nephritis,https://www.clinicaltrials.gov/ct2/show/NCT00908986,Not Applicable,Withdrawn,11/1/2009
NCT00914550,,Use Of Procalcitonin Level For Guidance of The Treatment of Suspected Community Acquired Pneumonia,https://www.clinicaltrials.gov/ct2/show/NCT00914550,,Completed,9/1/2012
NCT00915083,,"A Phase I Study to Assess the Safety, Pharmacokinetics, and Potential Effects of Amrubicin on the QT/QTc Interval in Cancer Patients With Advanced Solid Tumors.",https://www.clinicaltrials.gov/ct2/show/NCT00915083,Phase 1,Completed,5/1/2011
NCT00915642,weightsleep,Overnight Weight Loss and Sleep Structure,https://www.clinicaltrials.gov/ct2/show/NCT00915642,,Unknown status,5/1/2010
NCT00916955,VCFS,Genetic Modifiers for 22q11.2 Syndrome,https://www.clinicaltrials.gov/ct2/show/NCT00916955,,Completed,2/1/2015
NCT00917787,ABBA,Analysis of Blood-based Biomarkers of Asthma,https://www.clinicaltrials.gov/ct2/show/NCT00917787,,Completed,4/1/2011
NCT00920361,,Designated Drug Use Investigation 1 of Follistim Injection (Study P06130)(COMPLETED),https://www.clinicaltrials.gov/ct2/show/NCT00920361,,Completed,3/1/2009
NCT00926042,,Genotype and Phenotype Registry: Enrollment of Normal Control Subjects for Current and Future Research,https://www.clinicaltrials.gov/ct2/show/NCT00926042,,Completed,8/1/2012
NCT00928694,,Fenofibrate Bioequivalence Study (0767-031),https://www.clinicaltrials.gov/ct2/show/NCT00928694,Phase 1,Completed,4/1/2004
NCT00931229,,Incidence of Hepatitis B Reactivation in Non-Hodgkin's Lymphoma Patients,https://www.clinicaltrials.gov/ct2/show/NCT00931229,Not Applicable,Unknown status,12/1/2017
NCT00934063,GET,An Observational Study Validating a Score That Quantifies the Therapeutic Response to Treatment With Norditropin®,https://www.clinicaltrials.gov/ct2/show/NCT00934063,,Completed,6/1/2014
NCT00938457,,Stereotactic Radiation Therapy in Treating Patients With Liver Metastases,https://www.clinicaltrials.gov/ct2/show/NCT00938457,Phase 1|Phase 2,Terminated,
NCT00941161,,Effect of Oral Combination Therapy in a Single Dosage Form in Patients With Type 2 Diabetes Mellitus,https://www.clinicaltrials.gov/ct2/show/NCT00941161,Phase 4,Completed,
NCT00944268,E01ATCAL0308,Efficacy and Tolerability Study to Treat Mild and Moderate Anxiety,https://www.clinicaltrials.gov/ct2/show/NCT00944268,Phase 3,Unknown status,1/1/2010
NCT00944385,,Effects of Ulinastatin on Myocardial Protection and Blood Loss in Patients Undergoing Aortic Valve Replacement,https://www.clinicaltrials.gov/ct2/show/NCT00944385,Phase 4,Completed,4/1/2011
NCT00944606,,Vitamin D Versus Placebo in the Treatment of Vague Musculoskeletal Pain in Children,https://www.clinicaltrials.gov/ct2/show/NCT00944606,Not Applicable,Withdrawn,8/1/2011
NCT00945152,Vancogel(R),Effects of MRSA Bactericidal Gel To Promote Healing and Eliminate MRSA in cSSTI Vancogel(TM),https://www.clinicaltrials.gov/ct2/show/NCT00945152,Phase 2,Recruiting,12/15/2024
NCT00947141,,Determining a Viral Load Threshold for Treating Cytomegalovirus (CMV),https://www.clinicaltrials.gov/ct2/show/NCT00947141,Phase 4,Completed,2/1/2013
NCT00947362,rtt-ACL,Rationale for New Topical Anthroponotic Cutaneous Leishmaniasis (ACL) Treatment in Kabul,https://www.clinicaltrials.gov/ct2/show/NCT00947362,Phase 2|Phase 3,Completed,12/1/2007
NCT00949793,,In Vivo Confocal Endomicroscopy of the Brain,https://www.clinicaltrials.gov/ct2/show/NCT00949793,Phase 1,Completed,11/1/2009
NCT00950612,,Safety and Immunogenicity of a Candidate Tuberculosis (TB) Vaccine in Healthy HIV Negative Adolescents,https://www.clinicaltrials.gov/ct2/show/NCT00950612,Phase 2,Completed,9/30/2010
NCT00952432,,Compare the Efficacy of Acupuncture Therapy and Carbamazepine Oral Dosage in Patients With Carpal Tunnel Syndrome by Multiple Excitability Test,https://www.clinicaltrials.gov/ct2/show/NCT00952432,Not Applicable,Unknown status,5/1/2011
NCT00953212,,Prophylaxis to Reduce Postoperative Atrial Fibrillation in Cardiac Surgery,https://www.clinicaltrials.gov/ct2/show/NCT00953212,Phase 3,Completed,2/1/2012
NCT00956332,,Safety Study of MultiGeneAngio in Patients With Chronic Critical Limb Ischemia,https://www.clinicaltrials.gov/ct2/show/NCT00956332,Phase 1|Phase 2,"Active, not recruiting",5/1/2026
NCT00959608,Think Health!,Think Health! A Personal Weight Management Program,https://www.clinicaltrials.gov/ct2/show/NCT00959608,Not Applicable,Completed,5/1/2007
NCT00960375,,Smoking Cessation for Veterans With Severe and Persistent Mental Illness,https://www.clinicaltrials.gov/ct2/show/NCT00960375,Phase 2|Phase 3,Completed,12/1/2014
NCT00961506,,Prospective Evaluation of Laparoendoscopic Single Site Versus Laparoscopic Cholecystectomy,https://www.clinicaltrials.gov/ct2/show/NCT00961506,Phase 2,Completed,8/1/2009
NCT00962429,,Lipoic Acid to Treat Chronic Inflammatory Demyelinating Polyneuropathy,https://www.clinicaltrials.gov/ct2/show/NCT00962429,Phase 2,Completed,1/1/2013
NCT00966472,,Phase I Study of a Statin + Erlotinib for Advanced Solid Malignancies With Focus on Squamous Cell Carcinomas and NSCLC,https://www.clinicaltrials.gov/ct2/show/NCT00966472,Phase 1,Completed,9/1/2014
NCT00970125,,Using Video Images to Improve Advance Care Planning in Patients With Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00970125,Not Applicable,Completed,6/1/2011
NCT00971984,,"Demographic, Clinical and Laboratory Characteristics of Children With Alpha Thalassemia in Northern Israel",https://www.clinicaltrials.gov/ct2/show/NCT00971984,,Completed,4/1/2012
NCT00972348,,Trial Embedded in an Electronic Personal Medical Health Records,https://www.clinicaltrials.gov/ct2/show/NCT00972348,Not Applicable,Completed,2/1/2012
NCT00972634,,"Computerized Questionnaires in Assessing Symptoms, Pain, Depression, and Physical Function in Patients With Metastatic and/or Advanced Locoregional Cancer",https://www.clinicaltrials.gov/ct2/show/NCT00972634,,Completed,12/1/2009
NCT00976027,,Multi-Year Study of Fluzone High-Dose Influenza Vaccine Compared With Fluzone® Vaccine in Adults Aged 65 Years and Older,https://www.clinicaltrials.gov/ct2/show/NCT00976027,Phase 3,Terminated,4/1/2012
NCT00978159,,Esomeprazole or Famotidine in the Management of Aspirin Related Non-Ulcer Dyspepsia,https://www.clinicaltrials.gov/ct2/show/NCT00978159,Phase 4,Unknown status,12/1/2013
NCT00978835,TEACH-DM,Tailored Case Management for Diabetes and Hypertension,https://www.clinicaltrials.gov/ct2/show/NCT00978835,Not Applicable,Completed,7/1/2013
NCT00978874,,Fluorine F 18 EF5 PET/CT Imaging in Patients With Locally Advanced or Recurrent/Metastatic Cervical Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00978874,Not Applicable,Terminated,9/4/2013
NCT00980382,,A Phase I/II Study of S-1 and Weekly Docetaxel for Metastatic Gastric Carcinoma,https://www.clinicaltrials.gov/ct2/show/NCT00980382,Phase 1|Phase 2,Completed,8/1/2007
NCT00980616,,Use of Local Analgesia With Epinephrine During Total Hip Arthroplasty (THA),https://www.clinicaltrials.gov/ct2/show/NCT00980616,Phase 2,Completed,3/1/2012
NCT00981864,,Concurrent Boost Radiotherapy,https://www.clinicaltrials.gov/ct2/show/NCT00981864,Phase 2,Completed,12/1/2011
NCT00986843,,Clinical Trial to Evaluate Safety and Tolerability of OratecanTM in Patients With Advanced Solid Malignancies (Oratecan-102),https://www.clinicaltrials.gov/ct2/show/NCT00986843,Phase 1,Completed,9/1/2012
NCT00989183,,Lifestyle Factors Study,https://www.clinicaltrials.gov/ct2/show/NCT00989183,,Completed,8/27/2020
NCT00991042,cytokine,Study of Cytokines Serum Levels in Chronic Low Back Pain,https://www.clinicaltrials.gov/ct2/show/NCT00991042,Phase 1,Completed,3/1/2005
NCT00994825,CHEETAH,Levosimendan in High Risk Patients Undergoing Cardiac Surgery,https://www.clinicaltrials.gov/ct2/show/NCT00994825,Phase 4,Completed,5/1/2016
NCT00996177,EuroTrans,A Study to Compare Patient-controlled Pain Medications Delivered Either Through the Skin or Intravenously,https://www.clinicaltrials.gov/ct2/show/NCT00996177,Phase 4,Completed,4/1/2005
NCT00999570,,High Volume Specialty Knee Replacement Surgeons Achieve Better Clinical and Quality-of-Life Scores,https://www.clinicaltrials.gov/ct2/show/NCT00999570,,Completed,12/1/2007
NCT00000302,,Study Comparing Liquid and Tablet Buprenorphine Formulations - 5,https://www.clinicaltrials.gov/ct2/show/NCT00000302,Phase 3,Completed,
NCT00000648,,A Pilot Study Evaluating Penicillin G and Ceftriaxone as Therapies for Presumed Neurosyphilis in HIV Seropositive Individuals,https://www.clinicaltrials.gov/ct2/show/NCT00000648,Not Applicable,Completed,2/1/1996
NCT00000748,,"A Randomized, Comparative, Prospective Study of Daily Trimethoprim / Sulfamethoxazole (TMS) and Thrice-Weekly TMS for Prophylaxis Against PCP in HIV-Infected Patients",https://www.clinicaltrials.gov/ct2/show/NCT00000748,Phase 3,Completed,11/1/1996
NCT00000813,,"A Phase I Safety and Immunogenicity Trial of Live Recombinant Canarypox-gp160 MN (ALVAC vCP125, HIV-1 gp160 MN) in HIV-1 Uninfected Adult Volunteers",https://www.clinicaltrials.gov/ct2/show/NCT00000813,Phase 1,Completed,6/1/1995
NCT00000852,,A Pilot Study of Allogeneic Lymphocyte Transfer in HIV Infection,https://www.clinicaltrials.gov/ct2/show/NCT00000852,Not Applicable,Completed,
NCT00001007,,A Study of Zidovudine in Infants Exposed to the HIV Before or Soon After Birth,https://www.clinicaltrials.gov/ct2/show/NCT00001007,Phase 1,Completed,
NCT00001090,,"A Multicenter, Randomized, Placebo-Controlled, Double-Blinded, Phase I Trial to Evaluate the Safety and Immunogenicity of Live Recombinant Canarypox ALVAC-HIV vCP205 Combined With GM-CSF in Healthy, HIV-1 Uninfected Volunteers",https://www.clinicaltrials.gov/ct2/show/NCT00001090,Phase 1,Completed,10/1/1999
NCT00001248,,Magnetic Resonance Imaging (MRI) to Evaluate Activity of Multiple Sclerosis (MS),https://www.clinicaltrials.gov/ct2/show/NCT00001248,,Recruiting,
NCT00001644,,Use of Combined Antiretroviral Therapy to Determine Sites of Persistent HIV Infection,https://www.clinicaltrials.gov/ct2/show/NCT00001644,Phase 1,Completed,2/17/2010
NCT00003023,,Monoclonal Antibody A1G4 Plus BCG in Treating Patients With Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00003023,Phase 1,Completed,
NCT00003212,,Ifosfamide or Doxorubicin in Treating Patients With Advanced or Metastatic Soft Tissue Sarcoma,https://www.clinicaltrials.gov/ct2/show/NCT00003212,Phase 3,Completed,
NCT00003739,,Antibiotic Therapy With or Without G-CSF in Treating Children With Neutropenia and Fever Caused by Chemotherapy,https://www.clinicaltrials.gov/ct2/show/NCT00003739,Phase 3,Completed,9/1/2006
NCT00004045,,Chemotherapy in Treating Patients With Prostate Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00004045,Phase 2,Completed,8/1/2001
NCT00004443,,Study of NTBC for Tyrosinemia I,https://www.clinicaltrials.gov/ct2/show/NCT00004443,Not Applicable,Completed,9/1/2006
NCT00004568,,Study of Inherited Neurological Disorders,https://www.clinicaltrials.gov/ct2/show/NCT00004568,,Recruiting,
NCT00004870,,Olimersen and Irinotecan in Treating Patients With Metastatic or Recurrent Colorectal Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00004870,Phase 1|Phase 2,Completed,9/1/2002
NCT00004873,,Combination Chemotherapy in Treating Patients With Advanced Stomach Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00004873,Phase 2,Completed,7/1/2003
NCT00004981,,Safety and Effectiveness of Three Anti-HIV Drugs Combined in One Pill (Trizivir),https://www.clinicaltrials.gov/ct2/show/NCT00004981,Phase 3,Unknown status,
NCT00005134,,Strong Heart Study,https://www.clinicaltrials.gov/ct2/show/NCT00005134,,Completed,12/1/2005
NCT00005226,,Epidemiology of Plasma Fatty Acids and Atherosclerosis,https://www.clinicaltrials.gov/ct2/show/NCT00005226,,Completed,6/1/1992
NCT00005413,,Stroke Risk in the NAS-NRC Twin Registry,https://www.clinicaltrials.gov/ct2/show/NCT00005413,,Completed,9/1/1993
NCT00005719,,Sustaining Women's Smoking Cessation Postpartum,https://www.clinicaltrials.gov/ct2/show/NCT00005719,,Completed,6/1/1996
